# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "4" "-a" "/home/sxy/rnaseq_project/reference/ecoli.gtf" "-o" "/home/sxy/rnaseq_project/results/counts/Ecoli_counts_CDS.txt" "-g" "transcript_id" "-t" "CDS" "-p" "/home/sxy/rnaseq_project/results/aligned/Ecoli_Aligned.sortedByCoord.out.bam" 						
Geneid	Chr	Start	End	Strand	Length	/home/sxy/rnaseq_project/results/aligned/Ecoli_Aligned.sortedByCoord.out.bam
gene-FAZ85_RS15265	NZ_SSTT01000016.1	60149	61795	-	1647	1942
gene-FAZ85_RS15270	NZ_SSTT01000016.1	61798	62055	-	258	261
gene-FAZ85_RS15275	NZ_SSTT01000016.1	62019	62378	-	360	413
gene-FAZ85_RS15280	NZ_SSTT01000016.1	62395	62535	-	141	184
gene-FAZ85_RS15285	NZ_SSTT01000016.1	62765	62845	-	81	191
gene-FAZ85_RS15290	NZ_SSTT01000016.1	63142	64545	+	1404	1528
gene-FAZ85_RS15295	NZ_SSTT01000016.1	64550	65650	+	1101	1128
gene-FAZ85_RS15300	NZ_SSTT01000016.1	65650	66723	+	1074	1140
gene-FAZ85_RS15305	NZ_SSTT01000016.1	66752	69166	+	2415	2432
gene-FAZ85_RS26430	NZ_SSTT01000016.1	69187	69285	-	99	102
gene-FAZ85_RS15310	NZ_SSTT01000016.1	69406	69804	+	399	559
gene-FAZ85_RS15315	NZ_SSTT01000016.1	69919	70731	+	813	1236
gene-FAZ85_RS15320	NZ_SSTT01000016.1	70777	71433	-	657	1455
gene-FAZ85_RS15325	NZ_SSTT01000016.1	71711	72400	+	690	833
gene-FAZ85_RS15330	NZ_SSTT01000016.1	72397	73275	+	879	796
gene-FAZ85_RS15335	NZ_SSTT01000016.1	73259	73876	+	618	419
gene-FAZ85_RS15340	NZ_SSTT01000016.1	73873	75021	+	1149	1103
gene-FAZ85_RS15345	NZ_SSTT01000016.1	75096	76433	+	1338	1635
gene-FAZ85_RS15350	NZ_SSTT01000016.1	76430	77494	-	1065	1280
gene-FAZ85_RS15355	NZ_SSTT01000016.1	77595	78809	+	1215	1150
gene-FAZ85_RS15360	NZ_SSTT01000016.1	78811	79143	-	333	448
gene-FAZ85_RS15365	NZ_SSTT01000016.1	79449	79862	+	414	800
gene-FAZ85_RS15370	NZ_SSTT01000016.1	79974	80402	+	429	836
gene-FAZ85_RS15375	NZ_SSTT01000016.1	80599	82260	+	1662	2349
gene-FAZ85_RS15380	NZ_SSTT01000016.1	82257	82973	-	717	924
gene-FAZ85_RS15385	NZ_SSTT01000016.1	83269	84885	+	1617	2099
gene-FAZ85_RS15390	NZ_SSTT01000016.1	84885	85699	+	815	896
gene-FAZ85_RS15400	NZ_SSTT01000016.1	85696	86589	-	894	1711
gene-FAZ85_RS15405	NZ_SSTT01000016.1	86756	88471	+	1716	1919
gene-FAZ85_RS15410	NZ_SSTT01000016.1	88468	89961	+	1494	1709
gene-FAZ85_RS15415	NZ_SSTT01000016.1	90008	90457	-	450	662
gene-FAZ85_RS15420	NZ_SSTT01000016.1	90567	90914	+	348	440
gene-FAZ85_RS15425	NZ_SSTT01000016.1	90904	91266	+	363	400
gene-FAZ85_RS15430	NZ_SSTT01000016.1	91263	91760	+	498	479
gene-FAZ85_RS15435	NZ_SSTT01000016.1	91768	92952	-	1185	889
gene-FAZ85_RS25870	NZ_SSTT01000016.1	93034	93108	+	75	126
gene-FAZ85_RS15440	NZ_SSTT01000016.1	93371	93460	-	90	240
gene-FAZ85_RS15445	NZ_SSTT01000016.1	94025	94123	+	99	134
gene-FAZ85_RS15450	NZ_SSTT01000016.1	94229	95917	+	1689	1525
gene-FAZ85_RS15455	NZ_SSTT01000016.1	95921	96211	+	291	285
gene-FAZ85_RS15460	NZ_SSTT01000016.1	96286	96876	+	591	555
gene-FAZ85_RS15465	NZ_SSTT01000016.1	96876	98378	+	1503	1008
gene-FAZ85_RS15470	NZ_SSTT01000016.1	98388	99707	+	1320	1194
gene-FAZ85_RS15475	NZ_SSTT01000016.1	99845	101236	+	1392	1782
gene-FAZ85_RS15480	NZ_SSTT01000016.1	101281	103047	-	1767	1898
gene-FAZ85_RS15485	NZ_SSTT01000016.1	103222	104556	+	1335	2407
gene-FAZ85_RS15490	NZ_SSTT01000016.1	104609	105061	+	453	590
gene-FAZ85_RS15495	NZ_SSTT01000016.1	105272	106462	+	1191	1529
gene-FAZ85_RS15500	NZ_SSTT01000016.1	106503	106796	-	294	580
gene-FAZ85_RS15505	NZ_SSTT01000016.1	107018	107836	+	819	1487
gene-FAZ85_RS15510	NZ_SSTT01000016.1	107840	108763	-	924	1507
gene-FAZ85_RS15515	NZ_SSTT01000016.1	108874	110058	-	1185	2128
gene-FAZ85_RS15520	NZ_SSTT01000016.1	110488	110616	-	129	154
gene-FAZ85_RS15525	NZ_SSTT01000016.1	110851	111696	-	846	2
gene-FAZ85_RS15530	NZ_SSTT01000016.1	111781	111978	-	198	4
gene-FAZ85_RS15535	NZ_SSTT01000016.1	111998	112486	-	489	0
gene-FAZ85_RS15540	NZ_SSTT01000016.1	112483	112860	-	378	70
gene-FAZ85_RS15545	NZ_SSTT01000016.1	112907	113284	-	378	123
gene-FAZ85_RS15550	NZ_SSTT01000016.1	113447	113668	-	222	106
gene-FAZ85_RS15555	NZ_SSTT01000016.1	113731	114207	-	477	101
gene-FAZ85_RS15560	NZ_SSTT01000016.1	114223	114393	-	171	1
gene-FAZ85_RS15565	NZ_SSTT01000016.1	114395	115159	-	765	35
gene-FAZ85_RS15570	NZ_SSTT01000016.1	115531	116259	-	729	44
gene-FAZ85_RS15575	NZ_SSTT01000016.1	116685	116896	+	212	0
gene-FAZ85_RS26055	NZ_SSTT01000016.1	117239	117436	-	198	0
gene-FAZ85_RS15590	NZ_SSTT01000016.1	117640	118209	+	570	0
gene-FAZ85_RS15595	NZ_SSTT01000016.1	118375	118758	+	384	0
gene-FAZ85_RS15600	NZ_SSTT01000016.1	118755	119180	+	426	0
gene-FAZ85_RS26060	NZ_SSTT01000016.1	119506	119622	+	117	0
gene-FAZ85_RS15610	NZ_SSTT01000016.1	119660	121273	-	1614	1
gene-FAZ85_RS15615	NZ_SSTT01000016.1	121304	121654	-	351	0
gene-FAZ85_RS15620	NZ_SSTT01000016.1	121651	122019	-	369	2
gene-FAZ85_RS15635	NZ_SSTT01000017.1	412	465	+	54	63
gene-FAZ85_RS15640	NZ_SSTT01000017.1	448	1587	-	1140	1314
gene-FAZ85_RS15645	NZ_SSTT01000017.1	1586	3133	+	1548	1274
gene-FAZ85_RS15650	NZ_SSTT01000017.1	3105	3566	+	462	392
gene-FAZ85_RS15655	NZ_SSTT01000017.1	3585	4922	+	1338	1045
gene-FAZ85_RS15660	NZ_SSTT01000017.1	4932	6779	+	1848	1388
gene-FAZ85_RS15665	NZ_SSTT01000017.1	6772	7722	+	951	1192
gene-FAZ85_RS15670	NZ_SSTT01000017.1	7808	8116	+	309	537
gene-FAZ85_RS15675	NZ_SSTT01000017.1	8192	9472	+	1281	1629
gene-FAZ85_RS15680	NZ_SSTT01000017.1	9558	10817	+	1260	1298
gene-FAZ85_RS15685	NZ_SSTT01000017.1	10820	11824	+	1005	1087
gene-FAZ85_RS15690	NZ_SSTT01000017.1	11906	12103	+	198	312
gene-FAZ85_RS15695	NZ_SSTT01000017.1	12207	13505	+	1299	1760
gene-FAZ85_RS15700	NZ_SSTT01000017.1	13710	14135	+	426	800
gene-FAZ85_RS15705	NZ_SSTT01000017.1	14174	16615	+	2442	2660
gene-FAZ85_RS15710	NZ_SSTT01000017.1	16795	17526	+	732	903
gene-FAZ85_RS15715	NZ_SSTT01000017.1	17653	18054	+	402	754
gene-FAZ85_RS15720	NZ_SSTT01000017.1	18073	18771	+	699	1046
gene-FAZ85_RS15725	NZ_SSTT01000017.1	18822	19481	+	660	1087
gene-FAZ85_RS15730	NZ_SSTT01000017.1	19499	19897	+	399	646
gene-FAZ85_RS15735	NZ_SSTT01000017.1	19907	20545	+	639	721
gene-FAZ85_RS15740	NZ_SSTT01000017.1	20548	21711	+	1164	1305
gene-FAZ85_RS15745	NZ_SSTT01000017.1	21795	23420	+	1626	1768
gene-FAZ85_RS15750	NZ_SSTT01000017.1	23537	23812	-	276	443
gene-FAZ85_RS15755	NZ_SSTT01000017.1	23961	24290	-	330	561
gene-FAZ85_RS15760	NZ_SSTT01000017.1	24472	25221	+	750	865
gene-FAZ85_RS15765	NZ_SSTT01000017.1	25218	25973	-	756	1133
gene-FAZ85_RS15770	NZ_SSTT01000017.1	26081	27145	-	1065	1437
gene-FAZ85_RS15775	NZ_SSTT01000017.1	27500	28897	+	1398	1923
gene-FAZ85_RS15780	NZ_SSTT01000017.1	28913	29218	+	306	319
gene-FAZ85_RS15785	NZ_SSTT01000017.1	29228	29692	+	465	416
gene-FAZ85_RS15790	NZ_SSTT01000017.1	29706	30356	+	651	470
gene-FAZ85_RS15795	NZ_SSTT01000017.1	30366	31220	+	855	620
gene-FAZ85_RS15800	NZ_SSTT01000017.1	31220	31906	+	687	582
gene-FAZ85_RS15805	NZ_SSTT01000017.1	32035	32310	-	276	515
gene-FAZ85_RS15810	NZ_SSTT01000017.1	32638	33033	+	396	571
gene-FAZ85_RS15815	NZ_SSTT01000017.1	33040	33354	+	315	467
gene-FAZ85_RS15820	NZ_SSTT01000017.1	33359	33586	+	228	360
gene-FAZ85_RS15825	NZ_SSTT01000017.1	33628	34077	+	450	541
gene-FAZ85_RS15830	NZ_SSTT01000017.1	34189	35160	-	972	2
gene-FAZ85_RS15835	NZ_SSTT01000017.1	35213	36514	-	1302	1
gene-FAZ85_RS15840	NZ_SSTT01000017.1	36557	37033	-	477	2
gene-FAZ85_RS15845	NZ_SSTT01000017.1	37054	39135	-	2082	1
gene-FAZ85_RS15850	NZ_SSTT01000017.1	39132	40673	-	1542	3
gene-FAZ85_RS15855	NZ_SSTT01000017.1	40683	41459	-	777	3
gene-FAZ85_RS15860	NZ_SSTT01000017.1	41469	42311	-	843	0
gene-FAZ85_RS15865	NZ_SSTT01000017.1	42321	43112	-	792	70
gene-FAZ85_RS15870	NZ_SSTT01000017.1	43325	43972	+	648	318
gene-FAZ85_RS15875	NZ_SSTT01000017.1	43956	44594	-	639	671
gene-FAZ85_RS15885	NZ_SSTT01000017.1	44813	45433	+	621	824
gene-FAZ85_RS15890	NZ_SSTT01000017.1	45742	47154	+	1413	1880
gene-FAZ85_RS15895	NZ_SSTT01000017.1	47199	47861	-	663	773
gene-FAZ85_RS15900	NZ_SSTT01000017.1	47969	48934	-	966	967
gene-FAZ85_RS15905	NZ_SSTT01000017.1	49043	49903	-	861	881
gene-FAZ85_RS15910	NZ_SSTT01000017.1	49992	50372	+	381	534
gene-FAZ85_RS15915	NZ_SSTT01000017.1	50495	52438	-	1944	2767
gene-FAZ85_RS15920	NZ_SSTT01000017.1	52628	53368	+	741	546
gene-FAZ85_RS15925	NZ_SSTT01000017.1	53358	53915	-	558	496
gene-FAZ85_RS15930	NZ_SSTT01000017.1	54240	54446	+	207	430
gene-FAZ85_RS15935	NZ_SSTT01000017.1	54508	55851	-	1344	1960
gene-FAZ85_RS15940	NZ_SSTT01000017.1	56174	56812	-	639	878
gene-FAZ85_RS15945	NZ_SSTT01000017.1	57018	58751	+	1734	2046
gene-FAZ85_RS15950	NZ_SSTT01000017.1	58748	62527	+	3780	3485
gene-FAZ85_RS15955	NZ_SSTT01000017.1	62530	62871	+	342	252
gene-FAZ85_RS15960	NZ_SSTT01000017.1	63251	63781	-	531	689
gene-FAZ85_RS15965	NZ_SSTT01000017.1	64091	65047	+	957	1432
gene-FAZ85_RS15970	NZ_SSTT01000017.1	65187	66689	+	1503	1387
gene-FAZ85_RS15975	NZ_SSTT01000017.1	66703	67725	+	1023	740
gene-FAZ85_RS15980	NZ_SSTT01000017.1	67712	68707	+	996	1304
gene-FAZ85_RS15985	NZ_SSTT01000017.1	68740	69738	-	999	1569
gene-FAZ85_RS15990	NZ_SSTT01000017.1	69914	71287	+	1374	1523
gene-FAZ85_RS15995	NZ_SSTT01000017.1	71370	71921	-	552	735
gene-FAZ85_RS16000	NZ_SSTT01000017.1	72015	73367	+	1353	1445
gene-FAZ85_RS16005	NZ_SSTT01000017.1	73422	73808	+	387	490
gene-FAZ85_RS16010	NZ_SSTT01000017.1	73853	74317	-	465	615
gene-FAZ85_RS16015	NZ_SSTT01000017.1	74477	76615	-	2139	2590
gene-FAZ85_RS16020	NZ_SSTT01000017.1	77009	78664	-	1656	2229
gene-FAZ85_RS16025	NZ_SSTT01000017.1	78714	80135	-	1422	1596
gene-FAZ85_RS16030	NZ_SSTT01000017.1	80254	81201	-	948	1279
gene-FAZ85_RS16035	NZ_SSTT01000017.1	81386	81439	+	54	123
gene-FAZ85_RS16040	NZ_SSTT01000017.1	81580	84276	+	2697	3360
gene-FAZ85_RS16045	NZ_SSTT01000017.1	84482	84868	-	387	561
gene-FAZ85_RS16050	NZ_SSTT01000017.1	84941	85402	-	462	665
gene-FAZ85_RS16055	NZ_SSTT01000017.1	85415	86350	-	936	1217
gene-FAZ85_RS16060	NZ_SSTT01000017.1	86354	86488	-	135	196
gene-FAZ85_RS16065	NZ_SSTT01000017.1	86769	87164	-	396	669
gene-FAZ85_RS16070	NZ_SSTT01000017.1	87295	88008	-	714	858
gene-FAZ85_RS16075	NZ_SSTT01000017.1	88079	88672	+	594	946
gene-FAZ85_RS16080	NZ_SSTT01000017.1	88817	89269	+	453	768
gene-FAZ85_RS16085	NZ_SSTT01000017.1	89392	90987	+	1596	843
gene-FAZ85_RS16090	NZ_SSTT01000017.1	91044	92048	-	1005	1165
gene-FAZ85_RS16095	NZ_SSTT01000017.1	92210	92626	+	417	662
gene-FAZ85_RS16100	NZ_SSTT01000017.1	92672	93175	-	504	727
gene-FAZ85_RS16105	NZ_SSTT01000017.1	93368	94564	+	1197	2428
gene-FAZ85_RS16110	NZ_SSTT01000017.1	94618	97473	-	2856	3071
gene-FAZ85_RS16115	NZ_SSTT01000017.1	97473	97916	-	444	423
gene-FAZ85_RS16120	NZ_SSTT01000017.1	98174	99685	-	1512	1617
gene-FAZ85_RS25875	NZ_SSTT01000017.1	99839	99889	+	51	157
gene-FAZ85_RS16125	NZ_SSTT01000017.1	99952	101052	+	1101	1260
gene-FAZ85_RS16130	NZ_SSTT01000017.1	101052	102134	+	1083	1164
gene-FAZ85_RS16135	NZ_SSTT01000017.1	102295	103797	-	1503	1303
gene-FAZ85_RS16140	NZ_SSTT01000017.1	103927	104946	-	1020	601
gene-FAZ85_RS16150	NZ_SSTT01000017.1	105317	107227	+	1911	1
gene-FAZ85_RS16155	NZ_SSTT01000017.1	107360	107692	-	333	3
gene-FAZ85_RS16160	NZ_SSTT01000017.1	108698	109164	-	467	1
gene-FAZ85_RS16165	NZ_SSTT01000017.1	109357	109917	+	561	0
gene-FAZ85_RS16170	NZ_SSTT01000017.1	109931	110776	+	846	2
gene-FAZ85_RS16175	NZ_SSTT01000017.1	110837	111331	-	495	0
gene-FAZ85_RS16180	NZ_SSTT01000017.1	111572	112036	+	465	0
gene-FAZ85_RS16185	NZ_SSTT01000017.1	113074	113898	+	825	0
gene-FAZ85_RS16190	NZ_SSTT01000017.1	113947	114519	-	573	1
gene-FAZ85_RS16195	NZ_SSTT01000017.1	114620	114877	+	258	295
gene-FAZ85_RS16200	NZ_SSTT01000017.1	114890	116041	-	1152	4903
gene-FAZ85_RS26065	NZ_SSTT01000017.1	116038	116118	-	81	255
gene-FAZ85_RS16210	NZ_SSTT01000017.1	116106	116674	+	569	144
gene-FAZ85_RS26435	NZ_SSTT01000018.1	1	62	+	62	0
gene-FAZ85_RS16215	NZ_SSTT01000018.1	74	796	+	723	788
gene-FAZ85_RS16220	NZ_SSTT01000018.1	799	1122	-	324	490
gene-FAZ85_RS16225	NZ_SSTT01000018.1	1208	1672	+	465	761
gene-FAZ85_RS16230	NZ_SSTT01000018.1	2218	3567	+	1350	1518
gene-FAZ85_RS16235	NZ_SSTT01000018.1	3718	5367	+	1650	1788
gene-FAZ85_RS16240	NZ_SSTT01000018.1	5521	6813	-	1293	1570
gene-FAZ85_RS16245	NZ_SSTT01000018.1	6991	8640	-	1650	1576
gene-FAZ85_RS16250	NZ_SSTT01000018.1	8637	8951	-	315	418
gene-FAZ85_RS16255	NZ_SSTT01000018.1	9152	11110	-	1959	2015
gene-FAZ85_RS16260	NZ_SSTT01000018.1	11502	12938	+	1437	1929
gene-FAZ85_RS16265	NZ_SSTT01000018.1	12983	13549	+	567	508
gene-FAZ85_RS16270	NZ_SSTT01000018.1	13546	14217	+	672	423
gene-FAZ85_RS16275	NZ_SSTT01000018.1	14214	15170	+	957	736
gene-FAZ85_RS16280	NZ_SSTT01000018.1	15190	16908	+	1719	1498
gene-FAZ85_RS16285	NZ_SSTT01000018.1	16901	17284	+	384	413
gene-FAZ85_RS16290	NZ_SSTT01000018.1	17281	17877	+	597	796
gene-FAZ85_RS16295	NZ_SSTT01000018.1	18219	19532	+	1314	1492
gene-FAZ85_RS16300	NZ_SSTT01000018.1	19610	20299	-	690	769
gene-FAZ85_RS16305	NZ_SSTT01000018.1	20393	22540	-	2148	2157
gene-FAZ85_RS16310	NZ_SSTT01000018.1	22738	24204	-	1467	1281
gene-FAZ85_RS16315	NZ_SSTT01000018.1	24201	26252	-	2052	2044
gene-FAZ85_RS16320	NZ_SSTT01000018.1	26252	27283	-	1032	943
gene-FAZ85_RS16325	NZ_SSTT01000018.1	27302	27577	-	276	388
gene-FAZ85_RS16330	NZ_SSTT01000018.1	27786	29771	-	1986	1653
gene-FAZ85_RS16335	NZ_SSTT01000018.1	30044	30973	-	930	1026
gene-FAZ85_RS16340	NZ_SSTT01000018.1	30957	31652	-	696	824
gene-FAZ85_RS16345	NZ_SSTT01000018.1	31663	32638	-	976	1167
gene-FAZ85_RS16350	NZ_SSTT01000018.1	32617	34149	-	1533	2299
gene-FAZ85_RS16355	NZ_SSTT01000018.1	34276	35211	-	936	1558
gene-FAZ85_RS16360	NZ_SSTT01000018.1	35270	36160	-	891	1638
gene-FAZ85_RS16365	NZ_SSTT01000018.1	36520	36969	+	450	737
gene-FAZ85_RS16370	NZ_SSTT01000018.1	37038	37367	+	330	299
gene-FAZ85_RS16375	NZ_SSTT01000018.1	37514	38272	-	759	442
gene-FAZ85_RS16380	NZ_SSTT01000018.1	38274	38708	-	435	180
gene-FAZ85_RS16385	NZ_SSTT01000018.1	38695	39252	-	558	268
gene-FAZ85_RS16390	NZ_SSTT01000018.1	39252	40388	-	1137	351
gene-FAZ85_RS16395	NZ_SSTT01000018.1	40385	41065	-	681	340
gene-FAZ85_RS16400	NZ_SSTT01000018.1	41242	42000	-	759	366
gene-FAZ85_RS16405	NZ_SSTT01000018.1	41997	42842	-	846	482
gene-FAZ85_RS16410	NZ_SSTT01000018.1	42835	43899	-	1065	427
gene-FAZ85_RS16415	NZ_SSTT01000018.1	43899	44483	-	585	227
gene-FAZ85_RS16420	NZ_SSTT01000018.1	44480	44932	-	453	129
gene-FAZ85_RS16425	NZ_SSTT01000018.1	44933	45658	-	726	305
gene-FAZ85_RS16430	NZ_SSTT01000018.1	45679	46458	-	780	423
gene-FAZ85_RS16435	NZ_SSTT01000018.1	46520	47536	-	1017	942
gene-FAZ85_RS16440	NZ_SSTT01000018.1	47561	48349	-	789	581
gene-FAZ85_RS16445	NZ_SSTT01000018.1	48482	48925	-	444	424
gene-FAZ85_RS16450	NZ_SSTT01000018.1	49085	49420	-	336	455
gene-FAZ85_RS16455	NZ_SSTT01000018.1	49822	52050	+	2229	3106
gene-FAZ85_RS16460	NZ_SSTT01000018.1	52047	52925	+	879	1027
gene-FAZ85_RS16465	NZ_SSTT01000018.1	53189	54691	+	1503	2231
gene-FAZ85_RS16470	NZ_SSTT01000018.1	54803	54892	+	90	95
gene-FAZ85_RS16475	NZ_SSTT01000018.1	54868	55968	-	1101	1212
gene-FAZ85_RS16480	NZ_SSTT01000018.1	55969	56637	-	669	790
gene-FAZ85_RS16485	NZ_SSTT01000018.1	56634	58277	-	1644	2158
gene-FAZ85_RS16490	NZ_SSTT01000018.1	58381	59718	-	1338	1814
gene-FAZ85_RS16495	NZ_SSTT01000018.1	59855	60616	-	762	1629
gene-FAZ85_RS16500	NZ_SSTT01000018.1	60941	63208	-	2268	3069
gene-FAZ85_RS16505	NZ_SSTT01000018.1	63407	64315	-	909	1514
gene-FAZ85_RS16510	NZ_SSTT01000018.1	64598	65953	+	1356	1658
gene-FAZ85_RS16515	NZ_SSTT01000018.1	66056	67477	+	1422	2789
gene-FAZ85_RS16525	NZ_SSTT01000018.1	67616	68245	-	630	841
gene-FAZ85_RS16530	NZ_SSTT01000018.1	68368	70014	-	1647	1822
gene-FAZ85_RS16535	NZ_SSTT01000018.1	70092	71432	-	1341	1924
gene-FAZ85_RS16540	NZ_SSTT01000018.1	72003	72722	-	720	1027
gene-FAZ85_RS16545	NZ_SSTT01000018.1	72719	74350	-	1632	2364
gene-FAZ85_RS16550	NZ_SSTT01000018.1	74531	74761	+	231	359
gene-FAZ85_RS16555	NZ_SSTT01000018.1	74773	75045	+	273	566
gene-FAZ85_RS16560	NZ_SSTT01000018.1	75272	75568	+	297	701
gene-FAZ85_RS16565	NZ_SSTT01000018.1	75596	75769	+	174	435
gene-FAZ85_RS16570	NZ_SSTT01000018.1	75888	77405	-	1518	2703
gene-FAZ85_RS16575	NZ_SSTT01000018.1	77642	79099	-	1458	1913
gene-FAZ85_RS16580	NZ_SSTT01000018.1	79158	81305	-	2148	3718
gene-FAZ85_RS16585	NZ_SSTT01000018.1	81385	82719	-	1335	2443
gene-FAZ85_RS16595	NZ_SSTT01000018.1	83085	84623	-	1539	3266
gene-FAZ85_RS26335	NZ_SSTT01000018.1	84883	85042	-	160	375
gene-FAZ85_RS16605	NZ_SSTT01000018.1	85422	85997	-	576	848
gene-FAZ85_RS16610	NZ_SSTT01000018.1	86034	87731	-	1698	1625
gene-FAZ85_RS16615	NZ_SSTT01000018.1	87707	88045	-	339	458
gene-FAZ85_RS16620	NZ_SSTT01000018.1	88161	89462	-	1302	2024
gene-FAZ85_RS16625	NZ_SSTT01000018.1	89580	91016	-	1437	2465
gene-FAZ85_RS16630	NZ_SSTT01000018.1	91353	91829	+	477	717
gene-FAZ85_RS16635	NZ_SSTT01000018.1	91845	93101	-	1257	1633
gene-FAZ85_RS16640	NZ_SSTT01000018.1	93377	93670	+	294	530
gene-FAZ85_RS16645	NZ_SSTT01000018.1	93714	95360	+	1647	2125
gene-FAZ85_RS16650	NZ_SSTT01000018.1	95498	95851	+	354	431
gene-FAZ85_RS16655	NZ_SSTT01000018.1	96044	96913	-	870	1677
gene-FAZ85_RS16660	NZ_SSTT01000018.1	97308	98336	-	1029	1430
gene-FAZ85_RS16665	NZ_SSTT01000018.1	98378	98944	+	567	996
gene-FAZ85_RS16670	NZ_SSTT01000018.1	98996	99121	+	126	286
gene-FAZ85_RS16675	NZ_SSTT01000018.1	99232	99378	+	147	283
gene-FAZ85_RS16680	NZ_SSTT01000018.1	99560	99877	+	318	383
gene-FAZ85_RS16685	NZ_SSTT01000018.1	99874	100407	-	534	616
gene-FAZ85_RS16690	NZ_SSTT01000018.1	100496	101629	-	1134	1465
gene-FAZ85_RS16695	NZ_SSTT01000018.1	101692	102051	-	360	502
gene-FAZ85_RS16700	NZ_SSTT01000018.1	102062	102457	-	396	438
gene-FAZ85_RS16705	NZ_SSTT01000018.1	102468	103202	-	735	807
gene-FAZ85_RS16710	NZ_SSTT01000018.1	103195	105003	-	1809	1799
gene-FAZ85_RS16715	NZ_SSTT01000018.1	105328	106305	+	978	1493
gene-FAZ85_RS16720	NZ_SSTT01000018.1	106524	108026	+	1503	2599
gene-FAZ85_RS16725	NZ_SSTT01000018.1	108078	108392	+	315	436
gene-FAZ85_RS16730	NZ_SSTT01000018.1	108389	108703	+	315	435
gene-FAZ85_RS16735	NZ_SSTT01000018.1	108732	112055	-	3324	3097
gene-FAZ85_RS16740	NZ_SSTT01000018.1	112077	113045	-	969	1149
gene-FAZ85_RS16745	NZ_SSTT01000018.1	113142	114194	-	1053	1288
gene-FAZ85_RS16750	NZ_SSTT01000018.1	114289	114834	+	546	633
gene-FAZ85_RS16760	NZ_SSTT01000019.1	169	696	-	528	637
gene-FAZ85_RS16765	NZ_SSTT01000019.1	678	1262	-	585	969
gene-FAZ85_RS16770	NZ_SSTT01000019.1	1332	1601	+	270	572
gene-FAZ85_RS16775	NZ_SSTT01000019.1	1678	2664	+	987	1627
gene-FAZ85_RS16780	NZ_SSTT01000019.1	2681	3307	+	627	957
gene-FAZ85_RS16785	NZ_SSTT01000019.1	3462	4892	+	1431	3226
gene-FAZ85_RS16790	NZ_SSTT01000019.1	4933	5865	-	933	1972
gene-FAZ85_RS16800	NZ_SSTT01000019.1	6229	9015	+	2787	3971
gene-FAZ85_RS16805	NZ_SSTT01000019.1	9397	10029	-	633	1026
gene-FAZ85_RS26070	NZ_SSTT01000019.1	10326	10492	+	167	334
gene-FAZ85_RS16810	NZ_SSTT01000019.1	10611	11120	+	510	805
gene-FAZ85_RS16815	NZ_SSTT01000019.1	11309	12682	+	1374	1813
gene-FAZ85_RS16820	NZ_SSTT01000019.1	12872	12982	-	111	158
gene-FAZ85_RS16825	NZ_SSTT01000019.1	13094	14503	-	1410	1141
gene-FAZ85_RS16830	NZ_SSTT01000019.1	14515	15564	-	1050	910
gene-FAZ85_RS16835	NZ_SSTT01000019.1	15883	17292	-	1410	2142
gene-FAZ85_RS16840	NZ_SSTT01000019.1	17665	19488	+	1824	2335
gene-FAZ85_RS16845	NZ_SSTT01000019.1	19705	20415	+	711	1167
gene-FAZ85_RS16850	NZ_SSTT01000019.1	20423	21403	+	981	1951
gene-FAZ85_RS16855	NZ_SSTT01000019.1	21505	22770	+	1266	2562
gene-FAZ85_RS16860	NZ_SSTT01000019.1	22861	23553	-	693	1096
gene-FAZ85_RS16865	NZ_SSTT01000019.1	23621	25024	-	1404	2507
gene-FAZ85_RS16870	NZ_SSTT01000019.1	25067	26452	-	1386	1762
gene-FAZ85_RS16875	NZ_SSTT01000019.1	26498	28534	-	2037	2547
gene-FAZ85_RS16880	NZ_SSTT01000019.1	28733	29635	-	903	1333
gene-FAZ85_RS16885	NZ_SSTT01000019.1	29773	31014	-	1242	1398
gene-FAZ85_RS16890	NZ_SSTT01000019.1	31031	31909	-	879	919
gene-FAZ85_RS16895	NZ_SSTT01000019.1	31933	32829	-	897	908
gene-FAZ85_RS16900	NZ_SSTT01000019.1	32997	33893	+	897	1143
gene-FAZ85_RS16905	NZ_SSTT01000019.1	33927	34712	+	786	1037
gene-FAZ85_RS16910	NZ_SSTT01000019.1	34811	35410	+	600	899
gene-FAZ85_RS16915	NZ_SSTT01000019.1	35404	36276	+	873	1082
gene-FAZ85_RS16920	NZ_SSTT01000019.1	36273	36710	+	438	473
gene-FAZ85_RS25620	NZ_SSTT01000019.1	36755	37696	+	942	1016
gene-FAZ85_RS26440	NZ_SSTT01000019.1	38060	38176	+	117	249
gene-FAZ85_RS16930	NZ_SSTT01000019.1	38553	38771	+	219	560
gene-FAZ85_RS16935	NZ_SSTT01000019.1	38989	39231	+	243	615
gene-FAZ85_RS16940	NZ_SSTT01000019.1	39561	40490	-	930	1034
gene-FAZ85_RS16945	NZ_SSTT01000019.1	40487	41122	-	636	683
gene-FAZ85_RS16950	NZ_SSTT01000019.1	41119	42021	-	903	894
gene-FAZ85_RS16955	NZ_SSTT01000019.1	42034	45084	-	3051	3661
gene-FAZ85_RS16960	NZ_SSTT01000019.1	45278	46111	+	834	1029
gene-FAZ85_RS16965	NZ_SSTT01000019.1	46264	47304	+	1041	1780
